法人番号,会社名,都道府県,市区町村,番地,郵便番号,URL,カートシステム
8140001095555,株式会社はな花薬局,兵庫県,西宮市,甲子園口２丁目２５番３７号,6638113,,URL不明
8140001106626,株式会社酒井建装,兵庫県,西宮市,今津曙町１１番１１−３１２号,6638214,,URL不明
8140001117904,坂本商会株式会社,兵庫県,西宮市,中殿町１番５号,6620852,,URL不明
8140001122235,株式会社橋本不動産管理,兵庫県,西宮市,高座町３番２８号,6620872,,URL不明
8140001126665,ウィンドローズ園芸株式会社,兵庫県,西宮市,すみれ台２丁目２番地７,6511432,,URL不明
8140001136986,岡本建築工務株式会社,兵庫県,西宮市,西宮浜４丁目８番３−３０４号,6620934,,URL不明
8140001138438,元花株式会社,兵庫県,西宮市,甲子園口北町２５番１５号,6638112,,URL不明
9013301002192,株式会社カーナカリス化粧品,兵庫県,西宮市,川東町７番１３号,6620945,,URL不明
9120001108838,株式会社カタログネットワーク,兵庫県,西宮市,鳴尾町３丁目２番５号,6638184,,URL不明
9120901029150,Ｓ＆Ｋメディカルセーフネット株式会社,兵庫県,西宮市,西宮浜４丁目１２番５−７１０号,6620934,,URL不明
9140001032623,サロンアンドアソシエイツ株式会社,兵庫県,西宮市,苦楽園四番町１８番２２号,6620088,,URL不明
9140001067792,浅井酒類株式会社,兵庫県,西宮市,鳴尾浜１丁目２０番２号,6638142,,URL不明
9140001067875,東鶴酒造株式会社,兵庫県,西宮市,浜町１０番１１号,6620942,,URL不明
9140001068246,株式会社岡本建設興業,兵庫県,西宮市,学文殿町２丁目７番２４−２０３号,6638182,,URL不明
9140001068758,國産酒造株式会社,兵庫県,西宮市,東町１丁目１２番３４号,6620922,,URL不明
9140001069384,株式会社竹本工務店,兵庫県,西宮市,鷲林寺２丁目８番７号,6620004,,URL不明
9140001069418,立花建物株式会社,兵庫県,西宮市,豊楽町８番３９号,6620072,,URL不明
9140001069533,株式会社東甲インテリア,兵庫県,西宮市,西田町６番１４号,6620034,,URL不明
9140001069797,日本管財株式会社,兵庫県,西宮市,六湛寺町９番１６号,6620918,,URL不明
9140001069822,日本ヘルスファーム株式会社,兵庫県,西宮市,瓦林町２番１２号,6638107,,URL不明
9140001069830,日本リプロ株式会社,兵庫県,西宮市,浜町９番１４号,6620942,,URL不明
9140001069847,西宮小型自動車販売株式会社,兵庫県,西宮市,津門川町１１番１６号,6638233,,URL不明
9140001069962,花房酒造株式会社,兵庫県,西宮市,久保町１３番９号,6620927,,URL不明
9140001070648,株式会社山本商会,兵庫県,西宮市,羽衣町７番２０号,6620051,,URL不明
9140001070879,株式会社山本ビル経営研究所,兵庫県,西宮市,津門綾羽町８番２８号,6638244,,URL不明
9140001070904,株式会社財産ネットワークス兵庫,兵庫県,西宮市,社家町１番４号ベルメゾン西宮,6620974,,URL不明
9140001072462,日本テック株式会社,兵庫県,西宮市,戸崎町４番２０号,6638121,,URL不明
9140001074070,株式会社日本医療総務,兵庫県,西宮市,長田町１番１５号２０４,6638034,,URL不明
9140001074459,エビスコーヒー株式会社,兵庫県,西宮市,甲陽園目神山町１４−１８,6620011,,URL不明
9140001088657,株式会社ディー・プラスイーマーケット,兵庫県,西宮市,南昭和町１番２２号,6620834,,URL不明
9140001097559,竹本工業株式会社,兵庫県,西宮市,分銅町１番８号,6620042,,URL不明
9140001099010,株式会社ウィンスリーネット,兵庫県,西宮市,浜町１３−２,6620942,,URL不明
9140001111600,株式会社たたら薬業,兵庫県,西宮市,神原８番２５号,6620021,,URL不明
9140001125468,株式会社ＹＴＭフードサービス,兵庫県,西宮市,川東町９番１９号メイプル夙川２０２号,6620945,,URL不明
